数据ID|资源名称|资源路径|资源包名称|资源名-用于加载
345|twinblade_attack_3.anim|Characters/Avatar/104/ani/twinblade_attack_3|0|0
346|twinblade_die.anim|Characters/Avatar/104/ani/twinblade_die|0|0
347|twinblade_getup.anim|Characters/Avatar/104/ani/twinblade_getup|0|0
348|twinblade_hit.anim|Characters/Avatar/104/ani/twinblade_hit|0|0
349|twinblade_hitair.anim|Characters/Avatar/104/ani/twinblade_hitair|0|0
350|twinblade_hitground.anim|Characters/Avatar/104/ani/twinblade_hitground|0|0
351|twinblade_knockdown.anim|Characters/Avatar/104/ani/twinblade_knockdown|0|0
352|twinblade_knockout.anim|Characters/Avatar/104/ani/twinblade_knockout|0|0
353|twinblade_powerattack_1.anim|Characters/Avatar/104/ani/twinblade_powerattack_1|0|0
354|twinblade_powerattack_2.anim|Characters/Avatar/104/ani/twinblade_powerattack_2|0|0
355|twinblade_powerattack_3.anim|Characters/Avatar/104/ani/twinblade_powerattack_3|0|0
356|twinblade_powercharge.anim|Characters/Avatar/104/ani/twinblade_powercharge|0|0
357|twinblade_powercharge_loop.anim|Characters/Avatar/104/ani/twinblade_powercharge_loop|0|0
358|twinblade_push.anim|Characters/Avatar/104/ani/twinblade_push|0|0
359|twinblade_ready.anim|Characters/Avatar/104/ani/twinblade_ready|0|0
360|twinblade_run.anim|Characters/Avatar/104/ani/twinblade_run|0|0
361|twinblade_rush.anim|Characters/Avatar/104/ani/twinblade_rush|0|0
362|twinblade_skill_1.anim|Characters/Avatar/104/ani/twinblade_skill_1|0|0
363|twinblade_skill_2.anim|Characters/Avatar/104/ani/twinblade_skill_2|0|0
364|twinblade_stun.anim|Characters/Avatar/104/ani/twinblade_stun|0|0
365|twinblade_victory.anim|Characters/Avatar/104/ani/twinblade_victory|0|0
366|equip_assassin_0103.mat|Characters/Avatar/104/equip/Materials/equip_assassin_0103|0|0
367|equip_assassin_0103_mat.mat|Characters/Avatar/104/equip/Materials/equip_assassin_0103_mat|0|0
368|equip_assassin_0406.mat|Characters/Avatar/104/equip/Materials/equip_assassin_0406|0|0
369|equip_assassin_0406_mat.mat|Characters/Avatar/104/equip/Materials/equip_assassin_0406_mat|0|0
370|cam_victory_dagger.FBX|Characters/Avatar/104/equip/cam_victory_dagger|0|0
371|cam_victory_dagger.prefab|Characters/Avatar/104/equip/cam_victory_dagger|0|0
372|cam_victory_twinblade.FBX|Characters/Avatar/104/equip/cam_victory_twinblade|0|0
373|cam_victory_twinblade.prefab|Characters/Avatar/104/equip/cam_victory_twinblade|0|0
374|equip_assassin_01.FBX|Characters/Avatar/104/equip/equip_assassin_01|0|0
375|equip_assassin_02.FBX|Characters/Avatar/104/equip/equip_assassin_02|0|0
376|equip_assassin_03.FBX|Characters/Avatar/104/equip/equip_assassin_03|0|0
377|equip_assassin_04.FBX|Characters/Avatar/104/equip/equip_assassin_04|0|0
378|equip_assassin_05.FBX|Characters/Avatar/104/equip/equip_assassin_05|0|0
379|equip_assassin_06.FBX|Characters/Avatar/104/equip/equip_assassin_06|0|0
380|equip_assassin_dagger_01.FBX|Characters/Avatar/104/equip/equip_assassin_dagger_01|0|0
381|equip_assassin_dagger_01_p.prefab|Characters/Avatar/104/equip/equip_assassin_dagger_01_p|0|0
382|equip_assassin_dagger_02.FBX|Characters/Avatar/104/equip/equip_assassin_dagger_02|0|0
383|equip_assassin_dagger_02_p.prefab|Characters/Avatar/104/equip/equip_assassin_dagger_02_p|0|0
384|equip_assassin_dagger_03.FBX|Characters/Avatar/104/equip/equip_assassin_dagger_03|0|0
385|equip_assassin_dagger_03_p.prefab|Characters/Avatar/104/equip/equip_assassin_dagger_03_p|0|0
386|equip_assassin_dagger_04.FBX|Characters/Avatar/104/equip/equip_assassin_dagger_04|0|0
387|equip_assassin_dagger_04_p.prefab|Characters/Avatar/104/equip/equip_assassin_dagger_04_p|0|0
388|equip_assassin_dagger_05.FBX|Characters/Avatar/104/equip/equip_assassin_dagger_05|0|0
389|equip_assassin_dagger_05_p.prefab|Characters/Avatar/104/equip/equip_assassin_dagger_05_p|0|0
390|equip_assassin_dagger_06.FBX|Characters/Avatar/104/equip/equip_assassin_dagger_06|0|0
391|equip_assassin_dagger_06_p.prefab|Characters/Avatar/104/equip/equip_assassin_dagger_06_p|0|0
392|equip_assassin_twinblade_01.FBX|Characters/Avatar/104/equip/equip_assassin_twinblade_01|0|0
393|equip_assassin_twinblade_01_p.prefab|Characters/Avatar/104/equip/equip_assassin_twinblade_01_p|0|0
394|equip_assassin_twinblade_02.FBX|Characters/Avatar/104/equip/equip_assassin_twinblade_02|0|0
395|equip_assassin_twinblade_02_p.prefab|Characters/Avatar/104/equip/equip_assassin_twinblade_02_p|0|0
396|equip_assassin_twinblade_03.FBX|Characters/Avatar/104/equip/equip_assassin_twinblade_03|0|0
397|equip_assassin_twinblade_03_p.prefab|Characters/Avatar/104/equip/equip_assassin_twinblade_03_p|0|0
398|equip_assassin_twinblade_04.FBX|Characters/Avatar/104/equip/equip_assassin_twinblade_04|0|0
399|equip_assassin_twinblade_04_p.prefab|Characters/Avatar/104/equip/equip_assassin_twinblade_04_p|0|0
400|equip_assassin_twinblade_05.FBX|Characters/Avatar/104/equip/equip_assassin_twinblade_05|0|0
401|equip_assassin_twinblade_05_p.prefab|Characters/Avatar/104/equip/equip_assassin_twinblade_05_p|0|0
402|equip_assassin_twinblade_06.FBX|Characters/Avatar/104/equip/equip_assassin_twinblade_06|0|0
403|equip_assassin_twinblade_06_p.prefab|Characters/Avatar/104/equip/equip_assassin_twinblade_06_p|0|0
404|104.mat|Characters/Avatar/104/Materials/104|0|0
405|104a.mat|Characters/Avatar/104/Materials/104a|0|0
406|104_suit.mat|Characters/Avatar/104/Materials/104_suit|0|0
407|104_suit1.mat|Characters/Avatar/104/Materials/104_suit1|0|0
408|104_suit2.mat|Characters/Avatar/104/suit/Materials/104_suit2|0|0
409|suit_104a.mat|Characters/Avatar/104/suit/Materials/suit_104a|0|0
410|104a_00.FBX|Characters/Avatar/104/suit/104a_00|0|0
411|104a_00b.FBX|Characters/Avatar/104/suit/104a_00b|0|0
412|104a_01.FBX|Characters/Avatar/104/suit/104a_01|0|0
413|104a_02.FBX|Characters/Avatar/104/suit/104a_02|0|0
414|104a_03.FBX|Characters/Avatar/104/suit/104a_03|0|0
415|104.FBX|Characters/Avatar/104/104|0|0
416|104_creat.controller|Characters/Avatar/104/104_creat|0|0
417|104_dagger.controller|Characters/Avatar/104/104_dagger|0|0
418|104_twinblade.controller|Characters/Avatar/104/104_twinblade|0|0
419|Avatar_101.prefab|Characters/Avatar/Avatar_101|0|0
420|Avatar_102.prefab|Characters/Avatar/Avatar_102|0|0
421|Avatar_103.prefab|Characters/Avatar/Avatar_103|0|0
422|Avatar_104.prefab|Characters/Avatar/Avatar_104|0|0
423|default.controller|Characters/Default/default|0|0
424|default.FBX|Characters/Default/default|0|0
425|5005.prefab|Characters/Item/5005|0|0
426|5006.prefab|Characters/Item/5006|0|0
427|armor_body.prefab|Characters/Item/armor_body|0|0
428|armor_clavicle.prefab|Characters/Item/armor_clavicle|0|0
429|armor_feet.prefab|Characters/Item/armor_feet|0|0
430|armor_hand.prefab|Characters/Item/armor_hand|0|0
431|armor_head.prefab|Characters/Item/armor_head|0|0
432|armor_leg.prefab|Characters/Item/armor_leg|0|0
433|armor_necklace.prefab|Characters/Item/armor_necklace|0|0
434|armor_ring.prefab|Characters/Item/armor_ring|0|0
435|armor_waist.prefab|Characters/Item/armor_waist|0|0
436|bag.prefab|Characters/Item/bag|0|0
437|boxbrass.prefab|Characters/Item/boxbrass|0|0
438|boxgolden.prefab|Characters/Item/boxgolden|0|0
439|boxkey_brass.prefab|Characters/Item/boxkey_brass|0|0
440|boxkey_golden.prefab|Characters/Item/boxkey_golden|0|0
441|boxkey_silver.prefab|Characters/Item/boxkey_silver|0|0
442|boxkey_wood.prefab|Characters/Item/boxkey_wood|0|0
443|boxsilver.prefab|Characters/Item/boxsilver|0|0
444|boxwood.prefab|Characters/Item/boxwood|0|0
445|crystal.prefab|Characters/Item/crystal|0|0
446|fallstone.prefab|Characters/Item/fallstone|0|0
447|fx_gold_drop.prefab|Characters/Item/fx_gold_drop|0|0
448|gemblue.prefab|Characters/Item/gemblue|0|0
449|gemgreen.prefab|Characters/Item/gemgreen|0|0
450|gempurple.prefab|Characters/Item/gempurple|0|0
451|gemred.prefab|Characters/Item/gemred|0|0
452|gemyellow.prefab|Characters/Item/gemyellow|0|0
453|gold.prefab|Characters/Item/gold|0|0
454|pot_01_crash.prefab|Characters/Item/pot_01_crash|0|0
455|Pot_01_full.prefab|Characters/Item/Pot_01_full|0|0
456|pot_02_crash.prefab|Characters/Item/pot_02_crash|0|0
457|Pot_02_full.prefab|Characters/Item/Pot_02_full|0|0
458|pot_03_crash.prefab|Characters/Item/pot_03_crash|0|0
459|Pot_03_full.prefab|Characters/Item/Pot_03_full|0|0
460|pot_04_crash.prefab|Characters/Item/pot_04_crash|0|0
461|Pot_04_full.prefab|Characters/Item/Pot_04_full|0|0
462|Pot_05_crash.prefab|Characters/Item/Pot_05_crash|0|0
463|Pot_05_full.prefab|Characters/Item/Pot_05_full|0|0
464|Pot_06_crash.prefab|Characters/Item/Pot_06_crash|0|0
465|Pot_06_full.prefab|Characters/Item/Pot_06_full|0|0
466|pot_07_crash.prefab|Characters/Item/pot_07_crash|0|0
467|Pot_07_full.prefab|Characters/Item/Pot_07_full|0|0
468|weapon_blade.prefab|Characters/Item/weapon_blade|0|0
469|weapon_bow.prefab|Characters/Item/weapon_bow|0|0
470|weapon_dagger.prefab|Characters/Item/weapon_dagger|0|0
471|weapon_fan.prefab|Characters/Item/weapon_fan|0|0
472|weapon_fist.prefab|Characters/Item/weapon_fist|0|0
473|weapon_gun.prefab|Characters/Item/weapon_gun|0|0
474|weapon_staff.prefab|Characters/Item/weapon_staff|0|0
475|weapon_twinblade.prefab|Characters/Item/weapon_twinblade|0|0
476|1_attack.anim|Characters/NPC/1/ani/1_attack|0|0
477|1_born.anim|Characters/NPC/1/ani/1_born|0|0
478|1_die.anim|Characters/NPC/1/ani/1_die|0|0
479|1_getup.anim|Characters/NPC/1/ani/1_getup|0|0
480|1_hit.anim|Characters/NPC/1/ani/1_hit|0|0
481|1_hitair.anim|Characters/NPC/1/ani/1_hitair|0|0
482|1_hitground.anim|Characters/NPC/1/ani/1_hitground|0|0
483|1_idle.anim|Characters/NPC/1/ani/1_idle|0|0
484|1_knockdown.anim|Characters/NPC/1/ani/1_knockdown|0|0
485|1_knockout.anim|Characters/NPC/1/ani/1_knockout|0|0
486|1_push.anim|Characters/NPC/1/ani/1_push|0|0
487|1_ready.anim|Characters/NPC/1/ani/1_ready|0|0
488|1_run.anim|Characters/NPC/1/ani/1_run|0|0
489|1_run_back.anim|Characters/NPC/1/ani/1_run_back|0|0
490|1_run_Left.anim|Characters/NPC/1/ani/1_run_Left|0|0
491|1_run_right.anim|Characters/NPC/1/ani/1_run_right|0|0
492|1_skill.anim|Characters/NPC/1/ani/1_skill|0|0
493|1_stun.anim|Characters/NPC/1/ani/1_stun|0|0
494|1_walk.anim|Characters/NPC/1/ani/1_walk|0|0
495|n1013.mat|Characters/NPC/1/Materials/n1013|0|0
496|n1014.mat|Characters/NPC/1/Materials/n1014|0|0
497|n1050.mat|Characters/NPC/1/Materials/n1050|0|0
498|1.controller|Characters/NPC/1/1|0|0
499|1.FBX|Characters/NPC/1/1|0|0
500|10_attack.anim|Characters/NPC/10/ani/10_attack|0|0
501|10_born.anim|Characters/NPC/10/ani/10_born|0|0
502|10_die.anim|Characters/NPC/10/ani/10_die|0|0
503|10_getup.anim|Characters/NPC/10/ani/10_getup|0|0
504|10_hit.anim|Characters/NPC/10/ani/10_hit|0|0
505|10_hitair.anim|Characters/NPC/10/ani/10_hitair|0|0
506|10_hitground.anim|Characters/NPC/10/ani/10_hitground|0|0
507|10_idle.anim|Characters/NPC/10/ani/10_idle|0|0
508|10_knockdown.anim|Characters/NPC/10/ani/10_knockdown|0|0
509|10_knockout.anim|Characters/NPC/10/ani/10_knockout|0|0
510|10_push.anim|Characters/NPC/10/ani/10_push|0|0
511|10_ready.anim|Characters/NPC/10/ani/10_ready|0|0
512|10_run.anim|Characters/NPC/10/ani/10_run|0|0
513|10_run_back.anim|Characters/NPC/10/ani/10_run_back|0|0
514|10_run_left.anim|Characters/NPC/10/ani/10_run_left|0|0
515|10_run_right.anim|Characters/NPC/10/ani/10_run_right|0|0
516|10_skill.anim|Characters/NPC/10/ani/10_skill|0|0
517|10_stun.anim|Characters/NPC/10/ani/10_stun|0|0
518|10_walk.anim|Characters/NPC/10/ani/10_walk|0|0
519|n1054.mat|Characters/NPC/10/Materials/n1054|0|0
520|10.controller|Characters/NPC/10/10|0|0
521|10.FBX|Characters/NPC/10/10|0|0
522|11_attack.anim|Characters/NPC/11/ani/11_attack|0|0
523|11_born.anim|Characters/NPC/11/ani/11_born|0|0
524|11_die.anim|Characters/NPC/11/ani/11_die|0|0
525|11_getup.anim|Characters/NPC/11/ani/11_getup|0|0
526|11_hit.anim|Characters/NPC/11/ani/11_hit|0|0
527|11_hitair.anim|Characters/NPC/11/ani/11_hitair|0|0
528|11_hitground.anim|Characters/NPC/11/ani/11_hitground|0|0
529|11_idle.anim|Characters/NPC/11/ani/11_idle|0|0
530|11_knockdown.anim|Characters/NPC/11/ani/11_knockdown|0|0
531|11_knockout.anim|Characters/NPC/11/ani/11_knockout|0|0
532|11_push.anim|Characters/NPC/11/ani/11_push|0|0
533|11_ready.anim|Characters/NPC/11/ani/11_ready|0|0
534|11_run.anim|Characters/NPC/11/ani/11_run|0|0
535|11_run_back.anim|Characters/NPC/11/ani/11_run_back|0|0
536|11_run_left.anim|Characters/NPC/11/ani/11_run_left|0|0
537|11_run_right.anim|Characters/NPC/11/ani/11_run_right|0|0
538|11_skill.anim|Characters/NPC/11/ani/11_skill|0|0
539|11_stun.anim|Characters/NPC/11/ani/11_stun|0|0
540|11_walk.anim|Characters/NPC/11/ani/11_walk|0|0
541|n1001.mat|Characters/NPC/11/Materials/n1001|0|0
542|n1002.mat|Characters/NPC/11/Materials/n1002|0|0
543|11.controller|Characters/NPC/11/11|0|0
544|11.FBX|Characters/NPC/11/11|0|0
545|12_attack.anim|Characters/NPC/12/ani/12_attack|0|0
546|12_born.anim|Characters/NPC/12/ani/12_born|0|0
547|12_die.anim|Characters/NPC/12/ani/12_die|0|0
548|12_getup.anim|Characters/NPC/12/ani/12_getup|0|0
549|12_hit.anim|Characters/NPC/12/ani/12_hit|0|0
550|12_hitair.anim|Characters/NPC/12/ani/12_hitair|0|0
551|12_hitground.anim|Characters/NPC/12/ani/12_hitground|0|0
552|12_idle.anim|Characters/NPC/12/ani/12_idle|0|0
553|12_knockdown.anim|Characters/NPC/12/ani/12_knockdown|0|0
554|12_knockout.anim|Characters/NPC/12/ani/12_knockout|0|0
555|12_push.anim|Characters/NPC/12/ani/12_push|0|0
556|12_ready.anim|Characters/NPC/12/ani/12_ready|0|0
557|12_run.anim|Characters/NPC/12/ani/12_run|0|0
558|12_run_back.anim|Characters/NPC/12/ani/12_run_back|0|0
559|12_run_left.anim|Characters/NPC/12/ani/12_run_left|0|0
560|12_run_right.anim|Characters/NPC/12/ani/12_run_right|0|0
561|12_skill.anim|Characters/NPC/12/ani/12_skill|0|0
562|12_stun.anim|Characters/NPC/12/ani/12_stun|0|0
563|12_walk.anim|Characters/NPC/12/ani/12_walk|0|0
564|n1022.mat|Characters/NPC/12/Materials/n1022|0|0
565|12.controller|Characters/NPC/12/12|0|0
566|12.FBX|Characters/NPC/12/12|0|0
567|13_attack.anim|Characters/NPC/13/ani/13_attack|0|0
568|13_born.anim|Characters/NPC/13/ani/13_born|0|0
569|13_die.anim|Characters/NPC/13/ani/13_die|0|0
570|13_getup.anim|Characters/NPC/13/ani/13_getup|0|0
571|13_hit.anim|Characters/NPC/13/ani/13_hit|0|0
572|13_hitair.anim|Characters/NPC/13/ani/13_hitair|0|0
573|13_hitground.anim|Characters/NPC/13/ani/13_hitground|0|0
574|13_idle.anim|Characters/NPC/13/ani/13_idle|0|0
575|13_knockdown.anim|Characters/NPC/13/ani/13_knockdown|0|0
576|13_knockout.anim|Characters/NPC/13/ani/13_knockout|0|0
577|13_push.anim|Characters/NPC/13/ani/13_push|0|0
578|13_ready.anim|Characters/NPC/13/ani/13_ready|0|0
579|13_run.anim|Characters/NPC/13/ani/13_run|0|0
580|13_run_back.anim|Characters/NPC/13/ani/13_run_back|0|0
581|13_run_left.anim|Characters/NPC/13/ani/13_run_left|0|0
582|13_run_right.anim|Characters/NPC/13/ani/13_run_right|0|0
583|13_skill.anim|Characters/NPC/13/ani/13_skill|0|0
584|13_stun.anim|Characters/NPC/13/ani/13_stun|0|0
585|13_walk.anim|Characters/NPC/13/ani/13_walk|0|0
586|n1047.mat|Characters/NPC/13/Materials/n1047|0|0
587|13.controller|Characters/NPC/13/13|0|0
588|13.FBX|Characters/NPC/13/13|0|0
589|14_attack.anim|Characters/NPC/14/ani/14_attack|0|0
590|14_born.anim|Characters/NPC/14/ani/14_born|0|0
591|14_die.anim|Characters/NPC/14/ani/14_die|0|0
592|14_getup.anim|Characters/NPC/14/ani/14_getup|0|0
593|14_hit.anim|Characters/NPC/14/ani/14_hit|0|0
594|14_hitair.anim|Characters/NPC/14/ani/14_hitair|0|0
595|14_hitground.anim|Characters/NPC/14/ani/14_hitground|0|0
596|14_idle.anim|Characters/NPC/14/ani/14_idle|0|0
597|14_knockdown.anim|Characters/NPC/14/ani/14_knockdown|0|0
598|14_knockout.anim|Characters/NPC/14/ani/14_knockout|0|0
599|14_push.anim|Characters/NPC/14/ani/14_push|0|0
600|14_ready.anim|Characters/NPC/14/ani/14_ready|0|0
601|14_run.anim|Characters/NPC/14/ani/14_run|0|0
602|14_run_back.anim|Characters/NPC/14/ani/14_run_back|0|0
603|14_run_left.anim|Characters/NPC/14/ani/14_run_left|0|0
604|14_run_right.anim|Characters/NPC/14/ani/14_run_right|0|0
605|14_skill.anim|Characters/NPC/14/ani/14_skill|0|0
606|14_stun.anim|Characters/NPC/14/ani/14_stun|0|0
607|14_walk.anim|Characters/NPC/14/ani/14_walk|0|0
608|n1059.mat|Characters/NPC/14/Materials/n1059|0|0
609|14.controller|Characters/NPC/14/14|0|0
610|14.FBX|Characters/NPC/14/14|0|0
611|15_attack.anim|Characters/NPC/15/ani/15_attack|0|0
612|15_born.anim|Characters/NPC/15/ani/15_born|0|0
613|15_die.anim|Characters/NPC/15/ani/15_die|0|0
614|15_getup.anim|Characters/NPC/15/ani/15_getup|0|0
615|15_hit.anim|Characters/NPC/15/ani/15_hit|0|0
616|15_hitair.anim|Characters/NPC/15/ani/15_hitair|0|0
617|15_hitground.anim|Characters/NPC/15/ani/15_hitground|0|0
618|15_idle.anim|Characters/NPC/15/ani/15_idle|0|0
619|15_knockdown.anim|Characters/NPC/15/ani/15_knockdown|0|0
620|15_knockout.anim|Characters/NPC/15/ani/15_knockout|0|0
621|15_push.anim|Characters/NPC/15/ani/15_push|0|0
622|15_ready.anim|Characters/NPC/15/ani/15_ready|0|0
623|15_run.anim|Characters/NPC/15/ani/15_run|0|0
624|15_run_back.anim|Characters/NPC/15/ani/15_run_back|0|0
625|15_run_left.anim|Characters/NPC/15/ani/15_run_left|0|0
626|15_run_right.anim|Characters/NPC/15/ani/15_run_right|0|0
627|15_skill.anim|Characters/NPC/15/ani/15_skill|0|0
628|15_stun.anim|Characters/NPC/15/ani/15_stun|0|0
629|15_walk.anim|Characters/NPC/15/ani/15_walk|0|0
630|n1040.mat|Characters/NPC/15/Materials/n1040|0|0
631|15.controller|Characters/NPC/15/15|0|0
632|15.FBX|Characters/NPC/15/15|0|0
633|150001_idle.anim|Characters/NPC/150001/ani/150001_idle|0|0
634|150001_idle_2.anim|Characters/NPC/150001/ani/150001_idle_2|0|0
635|150001_idle_3.anim|Characters/NPC/150001/ani/150001_idle_3|0|0
636|150001.mat|Characters/NPC/150001/Materials/150001|0|0
637|150001.controller|Characters/NPC/150001/150001|0|0
638|150001.FBX|Characters/NPC/150001/150001|0|0
639|150002_idle.anim|Characters/NPC/150002/ani/150002_idle|0|0
640|150002_run.anim|Characters/NPC/150002/ani/150002_run|0|0
641|150002.mat|Characters/NPC/150002/Materials/150002|0|0
642|150002.controller|Characters/NPC/150002/150002|0|0
643|150002.FBX|Characters/NPC/150002/150002|0|0
644|15003_die.anim|Characters/NPC/150003/ani/15003_die|0|0
645|15003_idle.anim|Characters/NPC/150003/ani/15003_idle|0|0
646|15003_idle_2.anim|Characters/NPC/150003/ani/15003_idle_2|0|0
647|15003_run.anim|Characters/NPC/150003/ani/15003_run|0|0
648|15003_walk.anim|Characters/NPC/150003/ani/15003_walk|0|0
649|150003.mat|Characters/NPC/150003/Materials/150003|0|0
650|150003.controller|Characters/NPC/150003/150003|0|0
651|150003.FBX|Characters/NPC/150003/150003|0|0
652|150004_die.anim|Characters/NPC/150004/ani/150004_die|0|0
653|150004_idle.anim|Characters/NPC/150004/ani/150004_idle|0|0
654|150004_idle_1.anim|Characters/NPC/150004/ani/150004_idle_1|0|0
655|150004_run.anim|Characters/NPC/150004/ani/150004_run|0|0
656|150004.mat|Characters/NPC/150004/Materials/150004|0|0
657|150004.controller|Characters/NPC/150004/150004|0|0
658|150004.FBX|Characters/NPC/150004/150004|0|0
659|150005_idle.anim|Characters/NPC/150005/ani/150005_idle|0|0
660|150005_idle_2.anim|Characters/NPC/150005/ani/150005_idle_2|0|0
661|150005_idle_3.anim|Characters/NPC/150005/ani/150005_idle_3|0|0
662|150005_ready.anim|Characters/NPC/150005/ani/150005_ready|0|0
663|150005_run.anim|Characters/NPC/150005/ani/150005_run|0|0
664|150005.mat|Characters/NPC/150005/Materials/150005|0|0
665|150005.controller|Characters/NPC/150005/150005|0|0
666|150005.FBX|Characters/NPC/150005/150005|0|0
667|16_attack.anim|Characters/NPC/16/ani/16_attack|0|0
668|16_born.anim|Characters/NPC/16/ani/16_born|0|0
669|16_die.anim|Characters/NPC/16/ani/16_die|0|0
670|16_getup.anim|Characters/NPC/16/ani/16_getup|0|0
671|16_hit.anim|Characters/NPC/16/ani/16_hit|0|0
672|16_hitair.anim|Characters/NPC/16/ani/16_hitair|0|0
673|16_hitground.anim|Characters/NPC/16/ani/16_hitground|0|0
674|16_idle.anim|Characters/NPC/16/ani/16_idle|0|0
675|16_knockdown.anim|Characters/NPC/16/ani/16_knockdown|0|0
676|16_knockout.anim|Characters/NPC/16/ani/16_knockout|0|0
677|16_push.anim|Characters/NPC/16/ani/16_push|0|0
678|16_ready.anim|Characters/NPC/16/ani/16_ready|0|0
679|16_run.anim|Characters/NPC/16/ani/16_run|0|0
680|16_run_back.anim|Characters/NPC/16/ani/16_run_back|0|0
681|16_run_left.anim|Characters/NPC/16/ani/16_run_left|0|0
682|16_run_right.anim|Characters/NPC/16/ani/16_run_right|0|0
683|16_skill.anim|Characters/NPC/16/ani/16_skill|0|0
684|16_stun.anim|Characters/NPC/16/ani/16_stun|0|0
685|16_walk.anim|Characters/NPC/16/ani/16_walk|0|0
686|n1041.mat|Characters/NPC/16/Materials/n1041|0|0
687|16.controller|Characters/NPC/16/16|0|0
688|16.FBX|Characters/NPC/16/16|0|0
689|17_attack.anim|Characters/NPC/17/ani/17_attack|0|0
690|17_born.anim|Characters/NPC/17/ani/17_born|0|0
691|17_die.anim|Characters/NPC/17/ani/17_die|0|0
692|17_getup.anim|Characters/NPC/17/ani/17_getup|0|0
693|17_hit.anim|Characters/NPC/17/ani/17_hit|0|0
694|17_hitair.anim|Characters/NPC/17/ani/17_hitair|0|0
695|17_hitground.anim|Characters/NPC/17/ani/17_hitground|0|0
696|17_idle.anim|Characters/NPC/17/ani/17_idle|0|0
697|17_knockdown.anim|Characters/NPC/17/ani/17_knockdown|0|0
698|17_knockout.anim|Characters/NPC/17/ani/17_knockout|0|0
699|17_push.anim|Characters/NPC/17/ani/17_push|0|0
700|17_ready.anim|Characters/NPC/17/ani/17_ready|0|0
701|17_run.anim|Characters/NPC/17/ani/17_run|0|0
702|17_run_back.anim|Characters/NPC/17/ani/17_run_back|0|0
703|17_run_left.anim|Characters/NPC/17/ani/17_run_left|0|0
704|17_run_right.anim|Characters/NPC/17/ani/17_run_right|0|0
705|17_skill.anim|Characters/NPC/17/ani/17_skill|0|0
706|17_stun.anim|Characters/NPC/17/ani/17_stun|0|0
707|17_walk.anim|Characters/NPC/17/ani/17_walk|0|0
708|n1028.mat|Characters/NPC/17/Materials/n1028|0|0
709|17.controller|Characters/NPC/17/17|0|0
710|17.FBX|Characters/NPC/17/17|0|0
711|18_attack.anim|Characters/NPC/18/ani/18_attack|0|0
712|18_born.anim|Characters/NPC/18/ani/18_born|0|0
713|18_die.anim|Characters/NPC/18/ani/18_die|0|0
714|18_getup.anim|Characters/NPC/18/ani/18_getup|0|0
715|18_hit.anim|Characters/NPC/18/ani/18_hit|0|0
716|18_hitair.anim|Characters/NPC/18/ani/18_hitair|0|0
717|18_hitground.anim|Characters/NPC/18/ani/18_hitground|0|0
718|18_idle.anim|Characters/NPC/18/ani/18_idle|0|0
719|18_knockdown.anim|Characters/NPC/18/ani/18_knockdown|0|0
720|18_knockout.anim|Characters/NPC/18/ani/18_knockout|0|0
721|18_push.anim|Characters/NPC/18/ani/18_push|0|0
722|18_ready.anim|Characters/NPC/18/ani/18_ready|0|0
723|18_run.anim|Characters/NPC/18/ani/18_run|0|0
724|18_run_back.anim|Characters/NPC/18/ani/18_run_back|0|0
725|18_run_left.anim|Characters/NPC/18/ani/18_run_left|0|0
726|18_run_right.anim|Characters/NPC/18/ani/18_run_right|0|0
727|18_skill.anim|Characters/NPC/18/ani/18_skill|0|0
728|18_stun.anim|Characters/NPC/18/ani/18_stun|0|0
729|18_walk.anim|Characters/NPC/18/ani/18_walk|0|0
730|1037.mat|Characters/NPC/18/Materials/1037|0|0
731|1038.mat|Characters/NPC/18/Materials/1038|0|0
732|18.controller|Characters/NPC/18/18|0|0
733|18.FBX|Characters/NPC/18/18|0|0
734|19_attack.anim|Characters/NPC/19/ani/19_attack|0|0
735|19_born.anim|Characters/NPC/19/ani/19_born|0|0
736|19_die.anim|Characters/NPC/19/ani/19_die|0|0
737|19_getup.anim|Characters/NPC/19/ani/19_getup|0|0
738|19_hit.anim|Characters/NPC/19/ani/19_hit|0|0
739|19_hitair.anim|Characters/NPC/19/ani/19_hitair|0|0
740|19_hitground.anim|Characters/NPC/19/ani/19_hitground|0|0
741|19_idle.anim|Characters/NPC/19/ani/19_idle|0|0
742|19_knockdown.anim|Characters/NPC/19/ani/19_knockdown|0|0
743|19_knockout.anim|Characters/NPC/19/ani/19_knockout|0|0
744|19_push.anim|Characters/NPC/19/ani/19_push|0|0
745|19_ready.anim|Characters/NPC/19/ani/19_ready|0|0
746|19_run.anim|Characters/NPC/19/ani/19_run|0|0
747|19_run_back.anim|Characters/NPC/19/ani/19_run_back|0|0
748|19_run_left.anim|Characters/NPC/19/ani/19_run_left|0|0
749|19_run_right.anim|Characters/NPC/19/ani/19_run_right|0|0
750|19_skill.anim|Characters/NPC/19/ani/19_skill|0|0
751|19_stun.anim|Characters/NPC/19/ani/19_stun|0|0
752|19_walk.anim|Characters/NPC/19/ani/19_walk|0|0
753|n1025.mat|Characters/NPC/19/Materials/n1025|0|0
754|n1026.mat|Characters/NPC/19/Materials/n1026|0|0
755|19.controller|Characters/NPC/19/19|0|0
756|19.FBX|Characters/NPC/19/19|0|0
757|2_attack.anim|Characters/NPC/2/ani/2_attack|0|0
758|2_born.anim|Characters/NPC/2/ani/2_born|0|0
759|2_die.anim|Characters/NPC/2/ani/2_die|0|0
